Calculation accuracy - 1E-07
  i                               (x, y)        f(x, y)                            S         lambda          angle       delta(X)       delta(Y)       delta(f)                     Gradient
 61     (6,22416182E-01, 3,85416168E-01)     1,4296E-01     (-8,3079E-03, 5,4554E-03)     -1,0817E-02     2,0061E+00     8,9869E-05     -5,9012E-05     -2,9311E-06     (-2,6079E-01, -3,9715E-01)
 62     (6,22333763E-01, 3,85485161E-01)     1,4296E-01     (3,1000E-02, -2,5950E-02)     -2,6587E-03     1,2515E+00     -8,2419E-05     6,8993E-05     -2,9534E-06     (-3,0373E-01, -3,6283E-01)
 63     (6,22422408E-01, 3,85426719E-01)     1,4296E-01     (-8,4650E-03, 5,5809E-03)     -1,0472E-02     2,0043E+00     8,8645E-05     -5,8442E-05     -2,8598E-06     (-2,6147E-01, -3,9659E-01)
 64     (6,22341021E-01, 3,85494911E-01)     1,4296E-01     (3,0381E-02, -2,5456E-02)     -2,6789E-03     1,2520E+00     -8,1387E-05     6,8193E-05     -2,8821E-06     (-3,0389E-01, -3,6269E-01)
 65     (6,22428489E-01, 3,85437018E-01)     1,4295E-01     (-8,6244E-03, 5,7082E-03)     -1,0142E-02     2,0025E+00     8,7468E-05     -5,7893E-05     -2,7919E-06     (-2,6213E-01, -3,9604E-01)
 66     (6,22348095E-01, 3,85504442E-01)     1,4295E-01     (2,9778E-02, -2,4974E-02)     -2,6998E-03     1,2525E+00     -8,0395E-05     6,7424E-05     -2,8144E-06     (-3,0405E-01, -3,6254E-01)
 67     (6,22434432E-01, 3,85447080E-01)     1,4295E-01     (-8,7862E-03, 5,8375E-03)     -9,8266E-03     2,0007E+00     8,6338E-05     -5,7363E-05     -2,7275E-06     (-2,6277E-01, -3,9551E-01)
 68     (6,22354993E-01, 3,85513765E-01)     1,4294E-01     (2,9189E-02, -2,4503E-02)     -2,7215E-03     1,2529E+00     -7,9439E-05     6,6686E-05     -2,7500E-06     (-3,0421E-01, -3,6239E-01)
 69     (6,22440245E-01, 3,85456914E-01)     1,4294E-01     (-8,9505E-03, 5,9688E-03)     -9,5247E-03     1,9990E+00     8,5251E-05     -5,6851E-05     -2,6661E-06     (-2,6341E-01, -3,9499E-01)
 70     (6,22361725E-01, 3,85522891E-01)     1,4294E-01     (2,8614E-02, -2,4043E-02)     -2,7441E-03     1,2534E+00     -7,8519E-05     6,5977E-05     -2,6888E-06     (-3,0438E-01, -3,6225E-01)
 71     (6,22445933E-01, 3,85466532E-01)     1,4294E-01     (-9,1174E-03, 6,1022E-03)     -9,2359E-03     1,9973E+00     8,4207E-05     -5,6359E-05     -2,6078E-06     (-2,6402E-01, -3,9448E-01)
 72     (6,22368299E-01, 3,85531829E-01)     1,4293E-01     (2,8052E-02, -2,3594E-02)     -2,7675E-03     1,2539E+00     -7,7634E-05     6,5297E-05     -2,6306E-06     (-3,0455E-01, -3,6209E-01)
 73     (6,22451504E-01, 3,85475944E-01)     1,4293E-01     (-9,2870E-03, 6,2376E-03)     -8,9593E-03     1,9957E+00     8,3205E-05     -5,5885E-05     -2,5524E-06     (-2,6462E-01, -3,9399E-01)
 74     (6,22374721E-01, 3,85540589E-01)     1,4293E-01     (2,7503E-02, -2,3155E-02)     -2,7918E-03     1,2544E+00     -7,6783E-05     6,4645E-05     -2,5753E-06     (-3,0472E-01, -3,6194E-01)
 75     (6,22456964E-01, 3,85485159E-01)     1,4293E-01     (-9,4591E-03, 6,3752E-03)     -8,6946E-03     1,9941E+00     8,2243E-05     -5,5429E-05     -2,4998E-06     (-2,6521E-01, -3,9350E-01)
 76     (6,22380999E-01, 3,85549180E-01)     1,4292E-01     (2,6967E-02, -2,2727E-02)     -2,8170E-03     1,2549E+00     -7,5965E-05     6,4021E-05     -2,5228E-06     (-3,0490E-01, -3,6179E-01)
 77     (6,22462318E-01, 3,85494189E-01)     1,4292E-01     (-9,6341E-03, 6,5150E-03)     -8,4408E-03     1,9925E+00     8,1319E-05     -5,4992E-05     -2,4497E-06     (-2,6578E-01, -3,9303E-01)
 78     (6,22387140E-01, 3,85557612E-01)     1,4292E-01     (2,6442E-02, -2,2308E-02)     -2,8431E-03     1,2554E+00     -7,5179E-05     6,3423E-05     -2,4729E-06     (-3,0508E-01, -3,6163E-01)
 79     (6,22467574E-01, 3,85503040E-01)     1,4292E-01     (-9,8118E-03, 6,6569E-03)     -8,1978E-03     1,9910E+00     8,0435E-05     -5,4572E-05     -2,4023E-06     (-2,6634E-01, -3,9257E-01)
 80     (6,22393150E-01, 3,85565892E-01)     1,4291E-01     (2,5930E-02, -2,1898E-02)     -2,8702E-03     1,2559E+00     -7,4424E-05     6,2852E-05     -2,4256E-06     (-3,0526E-01, -3,6147E-01)
 81     (6,22472736E-01, 3,85511722E-01)     1,4291E-01     (-9,9922E-03, 6,8011E-03)     -7,9649E-03     1,9895E+00     7,9587E-05     -5,4170E-05     -2,3572E-06     (-2,6689E-01, -3,9212E-01)
 82     (6,22399036E-01, 3,85574029E-01)     1,4291E-01     (2,5429E-02, -2,1497E-02)     -2,8983E-03     1,2565E+00     -7,3701E-05     6,2307E-05     -2,3807E-06     (-3,0545E-01, -3,6131E-01)
 83     (6,22477810E-01, 3,85520244E-01)     1,4291E-01     (-1,0176E-02, 6,9476E-03)     -7,7415E-03     1,9880E+00     7,8774E-05     -5,3785E-05     -2,3145E-06     (-2,6743E-01, -3,9168E-01)
 84     (6,22404803E-01, 3,85582030E-01)     1,4290E-01     (2,4938E-02, -2,1105E-02)     -2,9275E-03     1,2570E+00     -7,3007E-05     6,1786E-05     -2,3381E-06     (-3,0564E-01, -3,6114E-01)
 85     (6,22482801E-01, 3,85528613E-01)     1,4290E-01     (-1,0362E-02, 7,0965E-03)     -7,5272E-03     1,9866E+00     7,7997E-05     -5,3417E-05     -2,2740E-06     (-2,6795E-01, -3,9124E-01)
 86     (6,22410458E-01, 3,85589904E-01)     1,4290E-01     (2,4458E-02, -2,0722E-02)     -2,9578E-03     1,2575E+00     -7,2342E-05     6,1291E-05     -2,2978E-06     (-3,0583E-01, -3,6097E-01)
 87     (6,22487712E-01, 3,85536837E-01)     1,4290E-01     (-1,0552E-02, 7,2479E-03)     -7,3216E-03     1,9852E+00     7,7254E-05     -5,3066E-05     -2,2356E-06     (-2,6846E-01, -3,9082E-01)
 88     (6,22416006E-01, 3,85597657E-01)     1,4290E-01     (2,3989E-02, -2,0347E-02)     -2,9891E-03     1,2581E+00     -7,1706E-05     6,0819E-05     -2,2596E-06     (-3,0603E-01, -3,6081E-01)
 89     (6,22492551E-01, 3,85544924E-01)     1,4289E-01     (-1,0744E-02, 7,4018E-03)     -7,1243E-03     1,9838E+00     7,6544E-05     -5,2733E-05     -2,1992E-06     (-2,6896E-01, -3,9041E-01)
 90     (6,22421452E-01, 3,85605296E-01)     1,4289E-01     (2,3529E-02, -1,9979E-02)     -3,0217E-03     1,2586E+00     -7,1098E-05     6,0372E-05     -2,2235E-06     (-3,0622E-01, -3,6063E-01)
 91     (6,22497319E-01, 3,85552881E-01)     1,4289E-01     (-1,0940E-02, 7,5583E-03)     -6,9348E-03     1,9825E+00     7,5867E-05     -5,2415E-05     -2,1649E-06     (-2,6945E-01, -3,9001E-01)
 92     (6,22426801E-01, 3,85612828E-01)     1,4289E-01     (2,3079E-02, -1,9620E-02)     -3,0555E-03     1,2592E+00     -7,0517E-05     5,9947E-05     -2,1894E-06     (-3,0643E-01, -3,6046E-01)
 93     (6,22502022E-01, 3,85560713E-01)     1,4288E-01     (-1,1139E-02, 7,7174E-03)     -6,7528E-03     1,9812E+00     7,5221E-05     -5,2114E-05     -2,1324E-06     (-2,6993E-01, -3,8961E-01)
 94     (6,22432059E-01, 3,85620259E-01)     1,4288E-01     (2,2638E-02, -1,9267E-02)     -3,0905E-03     1,2598E+00     -6,9964E-05     5,9546E-05     -2,1572E-06     (-3,0663E-01, -3,6028E-01)
 95     (6,22506664E-01, 3,85568430E-01)     1,4288E-01     (-1,1342E-02, 7,8793E-03)     -6,5779E-03     1,9799E+00     7,4606E-05     -5,1829E-05     -2,1018E-06     (-2,7040E-01, -3,8922E-01)
 96     (6,22437229E-01, 3,85627596E-01)     1,4288E-01     (2,2206E-02, -1,8922E-02)     -3,1269E-03     1,2604E+00     -6,9436E-05     5,9167E-05     -2,1268E-06     (-3,0684E-01, -3,6010E-01)
 97     (6,22511250E-01, 3,85576035E-01)     1,4288E-01     (-1,1548E-02, 8,0440E-03)     -6,4098E-03     1,9786E+00     7,4021E-05     -5,1561E-05     -2,0730E-06     (-2,7086E-01, -3,8884E-01)
 98     (6,22442316E-01, 3,85634845E-01)     1,4287E-01     (2,1783E-02, -1,8584E-02)     -3,1646E-03     1,2610E+00     -6,8934E-05     5,8810E-05     -2,0982E-06     (-3,0706E-01, -3,5992E-01)
 99     (6,22515782E-01, 3,85583537E-01)     1,4287E-01     (-1,1758E-02, 8,2116E-03)     -6,2483E-03     1,9774E+00     7,3466E-05     -5,1309E-05     -2,0458E-06     (-2,7131E-01, -3,8847E-01)
100     (6,22447325E-01, 3,85642012E-01)     1,4287E-01     (2,1368E-02, -1,8252E-02)     -3,2037E-03     1,2616E+00     -6,8457E-05     5,8475E-05     -2,0714E-06     (-3,0728E-01, -3,5973E-01)
101     (6,22520265E-01, 3,85590940E-01)     1,4287E-01     (-1,1971E-02, 8,3822E-03)     -6,0929E-03     1,9762E+00     7,2940E-05     -5,1072E-05     -2,0204E-06     (-2,7175E-01, -3,8811E-01)
102     (6,22452259E-01, 3,85649102E-01)     1,4287E-01     (2,0961E-02, -1,7927E-02)     -3,2444E-03     1,2622E+00     -6,8005E-05     5,8162E-05     -2,0462E-06     (-3,0750E-01, -3,5954E-01)
103     (6,22524702E-01, 3,85598251E-01)     1,4286E-01     (-1,2189E-02, 8,5560E-03)     -5,9433E-03     1,9750E+00     7,2443E-05     -5,0851E-05     -1,9965E-06     (-2,7218E-01, -3,8775E-01)
104     (6,22457124E-01, 3,85656121E-01)     1,4286E-01     (2,0562E-02, -1,7608E-02)     -3,2866E-03     1,2628E+00     -6,7578E-05     5,7870E-05     -2,0227E-06     (-3,0773E-01, -3,5935E-01)
105     (6,22529097E-01, 3,85605475E-01)     1,4286E-01     (-1,2410E-02, 8,7329E-03)     -5,7994E-03     1,9738E+00     7,1973E-05     -5,0646E-05     -1,9743E-06     (-2,7261E-01, -3,8740E-01)
106     (6,22461922E-01, 3,85663074E-01)     1,4286E-01     (2,0170E-02, -1,7295E-02)     -3,3304E-03     1,2635E+00     -6,7175E-05     5,7599E-05     -2,0008E-06     (-3,0796E-01, -3,5915E-01)
107     (6,22533453E-01, 3,85612617E-01)     1,4286E-01     (-1,2636E-02, 8,9131E-03)     -5,6610E-03     1,9727E+00     7,1532E-05     -5,0457E-05     -1,9535E-06     (-2,7302E-01, -3,8706E-01)
108     (6,22466658E-01, 3,85669967E-01)     1,4285E-01     (1,9786E-02, -1,6988E-02)     -3,3759E-03     1,2642E+00     -6,6796E-05     5,7350E-05     -1,9804E-06     (-3,0819E-01, -3,5895E-01)
109     (6,22537775E-01, 3,85619683E-01)     1,4285E-01     (-1,2866E-02, 9,0967E-03)     -5,5276E-03     1,9716E+00     7,1117E-05     -5,0283E-05     -1,9342E-06     (-2,7343E-01, -3,8672E-01)
110     (6,22471335E-01, 3,85676805E-01)     1,4285E-01     (1,9409E-02, -1,6687E-02)     -3,4232E-03     1,2648E+00     -6,6440E-05     5,7121E-05     -1,9615E-06     (-3,0843E-01, -3,5875E-01)
111     (6,22542064E-01, 3,85626679E-01)     1,4285E-01     (-1,3100E-02, 9,2839E-03)     -5,3992E-03     1,9705E+00     7,0730E-05     -5,0125E-05     -1,9164E-06     (-2,7383E-01, -3,8639E-01)
112     (6,22475956E-01, 3,85683593E-01)     1,4285E-01     (1,9039E-02, -1,6391E-02)     -3,4723E-03     1,2655E+00     -6,6108E-05     5,6913E-05     -1,9441E-06     (-3,0868E-01, -3,5854E-01)
113     (6,22546325E-01, 3,85633609E-01)     1,4284E-01     (-1,3339E-02, 9,4746E-03)     -5,2755E-03     1,9694E+00     7,0369E-05     -4,9983E-05     -1,9001E-06     (-2,7422E-01, -3,8606E-01)
114     (6,22480527E-01, 3,85690336E-01)     1,4284E-01     (1,8675E-02, -1,6100E-02)     -3,5234E-03     1,2662E+00     -6,5799E-05     5,6727E-05     -1,9282E-06     (-3,0893E-01, -3,5833E-01)
115     (6,22550561E-01, 3,85640479E-01)     1,4284E-01     (-1,3582E-02, 9,6692E-03)     -5,1562E-03     1,9683E+00     7,0034E-05     -4,9857E-05     -1,8851E-06     (-2,7461E-01, -3,8574E-01)
116     (6,22485048E-01, 3,85697039E-01)     1,4284E-01     (1,8317E-02, -1,5814E-02)     -3,5765E-03     1,2669E+00     -6,5512E-05     5,6560E-05     -1,9137E-06     (-3,0918E-01, -3,5812E-01)
117     (6,22554774E-01, 3,85647293E-01)     1,4284E-01     (-1,3831E-02, 9,8678E-03)     -5,0412E-03     1,9673E+00     6,9725E-05     -4,9746E-05     -1,8715E-06     (-2,7499E-01, -3,8543E-01)
118     (6,22489525E-01, 3,85703708E-01)     1,4283E-01     (1,7966E-02, -1,5534E-02)     -3,6318E-03     1,2676E+00     -6,5249E-05     5,6415E-05     -1,9006E-06     (-3,0944E-01, -3,5790E-01)
